ODB-ID;Gemeinde;Ort;PLZ;Strasse / Nr.;Ensemble;Objekt;publiziertes PDF;GVZ Nr.;Baujahr;Einstufung;Datum Erlass;Erlass;Eigentumsbeschränkung;Grundbucheintrag;E-Koordinate;N-Koordinate
Objekt 2371;Stadel;Stadel;8174;Kaiserstuhlstrasse 54;Stadel: Zentralschulanlage Stadel;Schulhaus Erweiterung von 1992;;10000484;1992;regional;;;-;;2677475;1265548
Objekt 14099;Stadel;Windlach;8175;Chällbach 2;;Schulhaus von 1824, heute Wohnhaus;;10000327;1824;-;;;PD;18.01.1988;2677951;1266061
Objekt 14095;Stadel;Stadel;8174;Neuwisstrasse 1 bei;;Speicher;;10000139;1823;-;;;PD;31.03.1983;2677401;1265065
Objekt 2378;Stadel;Stadel;8174;Kaiserstuhlerstrasse 3.1;;Speicher, sog. «Pulverturm»;;10000121;1561;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2677321;1264730
Objekt 8678;Stadel;Stadel b. Niederglatt;8174;Brunnacherstrasse 7;;Testbau 2 MUE;;10000505;1973;kantonal;21.11.2019;RRB 2324/2012 Liste ohne Inventarblatt,  TESTAV 28/2021 Inventarblatt;ÖREB;11.02.2020;2676934;1264816
Objekt 4661;Stadel;Stadel;8174;Chofelstrasse 10;;Transformatorenstation «Dorf»;;10000047;1821;regional;;;-;;2677374;1264588
Objekt 1196;Stadel;Stadel;8174;;Stadel: Sperrstelle 667;Unterstand A05350;;;1;kantonal;;;-;;2677251;1265250
Objekt 1198;Stadel;Stadel;8174;;Stadel: Sperrstelle 667;Unterstand F06058;;;1;kantonal;;;-;;2677274;1265279
Objekt 1199;Stadel;Stadel;8174;;Stadel: Sperrstelle 667;Unterstand F06059;;;1;kantonal;;;-;;2677376;1265207
Objekt 14086;Stadel;Stadel;8174;Zürcherstrasse 9 bei;Stadel: Bauernhaus, sog. «Maaghaus», mit Waschhaus;Waschhaus;;10000039;1;-;;;PD;25.02.1982;2677477;1264679
Objekt 12782;Stadel;Stadel;8174;"Chofelstrasse 4; Chofelstrasse 2a; Chofelstrasse 2b; Chofelstrasse 2c";;Wohnhaus;;10000048;1795;regional;15.05.1991;Inventar pendent, RRB Nr. 1592/1991 Einzelaufstufung;PD;18.07.1991;2677338;1264625
Objekt 14091;Stadel;Stadel;8174;Bergstrasse 4;;Wohnhaus;;10000106;1798;-;;;PD;25.07.1974;2677115;1264663
Objekt 14092;Stadel;Stadel;8174;"Bachserstrasse 10; Bachserstrasse 10a; Bachserstrasse 10b";;Wohnhaus;;10000116;1547;-;;;PD;25.05.1976;2677253;1264696
Objekt 2377;Stadel;Stadel;8174;"Kaiserstuhlerstrasse 5; Turmweg 1";;Wohnhaus mit Scheune;;10000124;1620;regional;;;-;;2677310;1264765
Objekt 2375;Stadel;Windlach;8175;Dorfstrasse 17a;Stadel: ehem. Zehntenspeicher;Wohnhaus, ehem. Trotte und Speicher;;10000567;1655;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;ÖREB;27.12.1985;2677949;1266019
Objekt 14094;Stadel;Stadel;8174;Kaiserstuhlstrasse 17;;Wohnhaus, sog. «Landarzthaus»;;10000132;1812~1830;-;;;PD;14.05.1947;2677351;1264932
Objekt 2373;Stadel;Stadel;8174;Zürcherstrasse 9a;Stadel: Bauernhaus, sog. «Maaghaus», mit Waschhaus;Wohnteil;;10000038;1668;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;PD;25.02.1982;2677467;1264664
Objekt 2372;Stadel;Stadel b. Niederglatt;8174;Löwenbrunnenplatz;;«Löwenbrunnen»;;;1947~1948;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2677325;1264691
Objekt 1166;Stallikon;;8143;Schleetalstrasse 1 bei;Bonstetten/Stallikon: Sperrstelle 5096;Artillerie-Unterstand A05058;;;1;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2679391;1241544
Objekt 12644;Stallikon;Stallikon;8143;Balderen 2;;Berggasthaus Baldern;;01300605;1930;regional;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2680258;1241774
Objekt 7272;Stallikon;Stallikon;8143;"Aumüli 10; Aumüli 6; Aumüli 12";Stallikon: Aumüli;Ehem. Mühle mit Wohnhaus;;01300389;1766;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;ÖREB;17.11.1994;2679132;1239575
Objekt 7274;Stallikon;Stallikon;8143;Aumüli 16;Stallikon: Aumüli;Ehem. Trotte, Waschhaus und Schmitte;;01300391;1807;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;ÖREB;17.11.1994;2679140;1239601
Objekt 1165;Stallikon;;8143;Schleetalstrasse 1 bei;Bonstetten/Stallikon: Sperrstelle 5096;Geschützstand A05057;;;1;kantonal;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2679395;1241545
Objekt 2538;Stallikon;Stallikon;8143;Dorf;Stallikon: Pfrundliegenschaft;Kirche, ref.;;01300230;1512~1946;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;PD;31.03.1992;2679556;1242193
Objekt 2536;Stallikon;Stallikon;8143;Dorfstrasse 5;"Stallikon: Pfrundliegenschaft; Stallikon: Ref. Pfarrhaus und Waschhaus";Pfarrhaus, ref.;;01300228;1722;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2679540;1242231
Objekt 1188;Stallikon;Stallikon;8143;Felsenegg 15;;Richtstrahlzentrum;;01300602;1961;kantonal;13.11.2017;"BDV Nr. 1115/2018; AREV Nr. 1446/2017 Liste und Inventarblatt";-;;2680698;1240695
Objekt 7271;Stallikon;Stallikon;8143;Aumüli 2;"Stallikon: Aumüli; Stallikon: Scheune der Aumüli";Scheunenteil Ost;;01300387;1852;kantonal;07.06.1993;BDV Nr. 457/1993 Einzelaufstufung;ÖREB;17.11.1994;2679169;1239571
Objekt 7270;Stallikon;Stallikon;8143;Aumüli 4;"Stallikon: Aumüli; Stallikon: Scheune der Aumüli";Scheunenteil West;;01300381;1852;kantonal;07.06.1993;BDV Nr. 457/1993 Einzelaufstufung;ÖREB;17.11.1994;2679154;1239576
Objekt 2539;Stallikon;Stallikon;8143;Dorf;;Speicher;;01300232;1870;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2679548;1242162
Objekt 15860;Stallikon;Uetliberg;8143;;;Standort der Uetliburg;;;1;-;;;PD;20.01.1981;2679479;1244862
Objekt 7273;Stallikon;Stallikon;8143;Aumüli 8;Stallikon: Aumüli;Sägerei Aumüli;;01300390;1813~1895;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Mr. 5113/1979 Liste Kanton;ÖREB;17.11.1994;2679115;1239577
Objekt 1168;Stallikon;;8143;Bucheneggstrasse 51 bei;Stallikon: Sperrstelle 5101;Unterstand A05060;;;1;kantonal;13.11.2017;AREV Nr. 1446/2017 Liste und Inventarblatt;-;;2679508;1239582
Objekt 2537;Stallikon;Stallikon;8143;Dorfstrasse 5 bei;"Stallikon: Pfrundliegenschaft; Stallikon: Ref. Pfarrhaus und Waschhaus";Waschhaus;;01300229;1722;regional;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;-;;2679552;1242224
Objekt 11290;Stallikon;Stallikon;8143;Aumüli 10 bei;Stallikon: Aumüli;Wasserrad Aumüli;;;1877~1922;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;ÖREB;17.11.1994;2679120;1239576
Objekt 7519;Stallikon;Stallikon;8143;Aumüli;Stallikon: Aumüli;Wasserrecht Affoltern 12;;;1700;kantonal;19.12.1979;RRB Nr. 3438/1984 Knonaueramt, RRB Nr. 5113/1979 Liste Kanton;ÖREB;03.07.2006;2679120;1239652
Objekt 14166;Stallikon;Stallikon;8143;Hinterbuchenegg 17;;Wohnhaus;;01300566;1840;-;;;PD;20.03.1979;2680384;1239722
Objekt 2463;Steinmaur;Steinmaur;8162;Hauptstrasse 58;;Kirche, ref.;;10100161;1488~1928;kantonal;19.12.1979;RRB Nr. 5113/1979 Liste Kanton;-;;2676629;1261432
Objekt 2465;Steinmaur;Steinmaur;8162;Regensbergerstrasse 8;;Vielzweckbauernhaus;;10100464;1789;regional;;;-;;2675187;1260497
Objekt 2466;Steinmaur;Steinmaur;8162;Regensbergerstrasse 20;;Vielzweckbauernhaus;;10100497;1639;regional;;;-;;2675023;1260538
Objekt 2464;Steinmaur;Steinmaur;8162;"Sägestrasse 7a; 7b";;Vielzweckbauernhaus;;10100310;1612;regional;;;-;;2675994;1260717
Objekt 1115;Stäfa;Uerikon;8713;Alte Landstrasse 2 bis 22;Stäfa: Alte Landstrasse 2 bis 22;Alte Landstrasse Kat. 4733;;;1;-;;;ÖREB;27.10.2015;2699952;1232413
Objekt 4105;Stäfa;Stäfa;8712;"Bahnhofstrasse 25; Bahnhofstrasse 25a";Stäfa: Bahnhofanlage Stäfa;Aufnahmegebäude;;15802109;1968;regional;;;-;;2697139;1232967
Objekt 632;Stäfa;Uerikon;8713;Alte Landstrasse 3 bei;Stäfa: Alte Landstrasse 2 bis 22;Bachdurchlass der Alten Landstrasse;;;1;-;;;ÖREB;27.10.2015;2699895;1232446
Objekt 4104;Stäfa;Stäfa;8712;Bahnhofstrasse 25.2;Stäfa: Bahnhofanlage Stäfa;Bahnwärterhaus;;15800765;1894;regional;;;-;;2697071;1232979
Objekt 2528;Stäfa;Stäfa;8712;Seestrasse 158.1;Stäfa: Villa «Sunneschy»;Bootshaus;;15801561;1908;regional;;;-;;2698200;1232228
Objekt 2492;Stäfa;Stäfa;8712;Dorfstrasse 40 bei;Stäfa: Ensemble Mies;Brunnen;;;1785;kantonal;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;03.08.1978;2698440;1232758
Objekt 14137;Stäfa;Stäfa;8712;"Felsenburgstrasse 11; Felsenburgstrasse 7; Felsenburgstrasse 9";;Doppelwohnhaus;;15800890;1740;-;;;PD;15.02.1977;2696724;1232901
Objekt 14111;Stäfa;Uerikon;8713;Alte Landstrasse 6;;Ehem. Bauernhaus «Bim obere Stäg»;;15800075;1749;-;;;PD;29.06.1979;2699873;1232437
Objekt 14127;Stäfa;Stäfa;8712;Seestrasse 119;;Ehem. Bauernhaus «Zum Trubenberg»;;15800634;1866;-;;;PD;24.09.2001;2697738;1232570
Objekt 362;Stäfa;Stäfa;8712;Zihlweg 2;Stäfa: Ehem. Baumwoll- und Seidenfabriken mit Nebengebäude «Häldeli-Häuser»;Ehem. Baumwoll- und Seidenfabrikationsgebäude;;15801059;1806;-;;;PD;01.03.2001;2696932;1233215
Objekt 2512;Stäfa;Stäfa;8712;Seestrasse 75;;Ehem. Fabrikantenvilla;;15800830;1851;kantonal;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;ÖREB;03.02.2004;2697111;1232794
Objekt 2501;Stäfa;Stäfa;8712;"Dorfstrasse 11; Dorfstrasse 13; Dorfstrasse 15";Stäfa: Haus «Zur Farb»;Ehem. Färberei und Wohnhaus;;15800352;1454~1843;kantonal;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;ÖREB;17.03.2003;2698106;1232772
Objekt 2427;Stäfa;Uerikon;8713;Gerbi 14;Stäfa: Ehem. Gerberei;Ehem. Gerberei;;15800040;1813~1814;regional;19.12.1979;RRB 5113/1979, BDV Nr. 1012/1992;PD;19.03.1980;2699921;1232471
Objekt 361;Stäfa;Stäfa;8712;Oberhausenstrasse 24;Stäfa: Ehem. Baumwoll- und Seidenfabriken mit Nebengebäude «Häldeli-Häuser»;Ehem. Gewerbehaus für Seidenindustrie;;15801058;1850;-;;;PD;11.04.1996;2696929;1233196
Objekt 11262;Stäfa;Uerikon;8713;"Gerbi 10; Gerbi 8; Gerbi 12";Stäfa: Ehem. Gerberei;Ehem. Maschinenhaus;;15800203;1892;-;;;PD;20.04.1990;2699903;1232513
Objekt 2497;Stäfa;Stäfa;8712;Mühlerain 4;Stäfa: Ehem. Mühle;Ehem. Mühle;;15800301;1754~1818;regional;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;-;;2698118;1232365
Objekt 14121;Stäfa;Stäfa;8712;Dorfstrasse 17;;Ehem. Schmiede, Wohnhaus mit Molkerei;;15800359;1823;-;;;PD;08.03.1994;2698132;1232807
Objekt 2487;Stäfa;Stäfa;8712;Kirchbühlstrasse 28;Stäfa: Schulanlage Kirchbühl;Ehem. Schulhaus;;15800613;1721;-;;;PD;07.01.1976;2697759;1232911
Objekt 2425;Stäfa;Uerikon;8713;Alte Landstrasse 16;;Ehem. Schulhaus «Uerikon»;;15800031;1846;regional;;;-;;2699965;1232398
Objekt 14732;Stäfa;Stäfa;8712;Binzstrasse 55a.1;Stäfa: Reihenhäuser «Binzstrasse»;Ehem. Speicher;;15801265;1600~1699;-;;;PD;08.08.1994;2697308;1233808
Objekt 14115;Stäfa;Uerikon;8713;Rohrhaldenstrasse 63;;Ehem. Taverne «Zum Sternen»;;15800160;1793;-;;;PD;16.03.1983;2698933;1232423
Objekt 2526;Stäfa;Stäfa;8712;Sonnental 2.1;Stäfa: «Sonnental»;Ehem. Trotte/Waschhaus;;15801479;1776;regional;;;-;;2696201;1233661
Objekt 2508;Stäfa;Stäfa;8712;Rietstrasse 3;Stäfa: Ensemble Mies;Ehem. Trottgebäude;;15800454;1785~1789;regional;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;30.03.1976;2698466;1232754
Objekt 11285;Stäfa;Stäfa;8712;Seestrasse 156.1;Stäfa: Villa «Sunneschy»;Ehem. Waschhaus;;15800266;1773;regional;;;-;;2698228;1232276
Objekt 2517;Stäfa;Stäfa;8712;Häldelistrasse 19;Stäfa: Ehem. Weinbauernhaus «Chergerten» mit Waschhaus;Ehem. Weinbauernhaus;;15801043;1809;regional;28.12.1992;BDV Nr. 1012/1992;PD;15.03.1988;2696763;1233143
Objekt 11281;Stäfa;Stäfa;8712;Mutzmalenstrasse 30;Stäfa: Mutzmalen;Ehem. Weinbauernhaus;;15801463;1648;-;;;PD;22.10.1986;2696476;1233812
Objekt 14122;Stäfa;Stäfa;8712;Im Rad 2;;Ehem. Weinbauernhaus;;15800362;1787;-;;;PD;13.09.1999;2698160;1232769
Objekt 14110;Stäfa;Uerikon;8713;Alte Landstrasse 4;;Ehem. Weinbauernhaus;;15800074;1750;-;;;PD;18.09.1979;2699856;1232438
Objekt 11278;Stäfa;Stäfa;8712;Mutzmalenstrasse 35;Stäfa: Mutzmalen;Ehem. Weinbauernhaus;;15801465;1700;-;;;PD;04.02.1980;2696464;1233831
Objekt 2495;Stäfa;Uerikon;8713;Laubisrütistrasse 123;;Ehem. Weinbauernhaus;;15800201;1890;regional;28.12.1992;BDV Nr. 1012/1992;-;;2699828;1233143
Objekt 11279;Stäfa;Stäfa;8712;Mutzmalenstrasse 34;Stäfa: Mutzmalen;Ehem. Weinbauernhaus;;15801461;1750;-;;;PD;22.10.1986;2696496;1233780
Objekt 15593;Stäfa;Stäfa;8712;Bergstrasse 79;;Ehem. Weinbauernhaus;;15801220;1764;-;;;PD;18.09.1997;2697462;1233553
Objekt 14161;Stäfa;Stäfa;8712;Püntacherweg 15;;Ehem. Weinbauernhaus mit Schopf;;15801379;1750~1799;-;;;PD;11.01.2001;2696981;1234229
Objekt 14128;Stäfa;Stäfa;8712;Seestrasse 101;;Ehem. Zehntentrotte;;15800650;1757;-;;;PD;20.02.1995;2697478;1232723
Objekt 14105;Stäfa;Uerikon;8713;Alte Landstrasse 18;;Ehem.Trotte und Keller «Zur Reblaube»;;15800030;1836~1865;-;;;PD;11.12.1998;2699984;1232390
Objekt 14120;Stäfa;Stäfa;8712;Schmittenbachstrasse 24;Stäfa: Schmittenbachstrasse 24;Ehm. Weinbauernhaus;;15800355;1890;-;;;PD;05.10.1984;2698104;1232807
Objekt 2496;Stäfa;Uerikon;8713;Rütihofstrasse 21.1;Stäfa: Wohn- und Atelierhaus Kurtz;Gartenhalle;;15800230;1941;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;ÖREB;09.06.2015;2699132;1232938
Objekt 7269;Stäfa;Stäfa;8712;Rainstrasse 6.1;Stäfa: Rainstrasse 8;Gartenhaus von 1913;;15801584;1913;kantonal;;;-;;2697138;1233350
Objekt 40;Stäfa;Stäfa;8712;Bahnhofstrasse 1;;Gasthaus «Rössli»;;15800935;1637~1890;-;;;PD;09.01.1984;2696929;1232857
Objekt 2513;Stäfa;Stäfa;8712;Seestrasse 37;;Gasthaus «Sonne»;;15800916;1735~1792;regional;19.12.1979;RRB 5113/1979, BDV Nr. 1012/1992;ÖREB;21.08.2015;2696873;1232854
Objekt 4103;Stäfa;Stäfa;8712;Bahnhofstrasse 25.1;Stäfa: Bahnhofanlage Stäfa;Güterschuppen;;15800759;1894;regional;;;-;;2697199;1232953
Objekt 14724;Stäfa;Stäfa;8712;Glärnischstrasse 12b;Stäfa: Weinbauernhaus «Glärnischstrasse 12»;Hausteil  2;;15800728;1700~1799;-;;;PD;23.09.1994;2697724;1233511
Objekt 15584;Stäfa;Stäfa;8712;Glärnischstrasse 12a;Stäfa: Weinbauernhaus «Glärnischstrasse 12»;Hausteil  3;;15800729;1700~1799;-;;;PD;23.09.1994;2697720;1233515
Objekt 14720;Stäfa;Uerikon;8713;Laubisrütistrasse 105;Stäfa: Ehem. Weinbauernhaus;Hausteil 1;;15800114;1780;-;;;PD;03.03.1976;2699694;1233110
Objekt 14109;Stäfa;Uerikon;8713;Seestrasse 260;Stäfa: Doppelwohnhaus «Blumenhalde»;Hausteil 1;;15800050;1700~1799;-;;;PD;25.03.1987;2699894;1232294
Objekt 12386;Stäfa;Stäfa;8712;Buechstutzstrasse 14;Stäfa: Bauernwohnhaus «Buechstutzstrasse»;Hausteil 1;;15800539;1;-;;;PD;19.10.2004;2698492;1233943
Objekt 14123;Stäfa;Stäfa;8712;Eichstrasse 17;Stäfa: Reihenhäuser;Hausteil 1;;15800440;1870;-;;;PD;26.01.1988;2698504;1232684
Objekt 2428;Stäfa;Uerikon;8713;Seestrasse 256c;Stäfa: Ritterhaus Uerikon;Hausteil 1;;15800056;1492;kantonal;19.12.1979;RRB 5113/1979, BDV Nr. 1012/1992;PD;31.07.1963;2699875;1232323
Objekt 15586;Stäfa;Stäfa;8712;"Binzstrasse 55; Binzstrasse 57";Stäfa: Reihenhäuser «Binzstrasse»;Hausteil 1;;15801267;1600~1699;-;;;PD;08.08.1994;2697322;1233808
Objekt 12430;Stäfa;Stäfa;8712;Seestrasse 125;Stäfa: Wohnhaus, ehem.Zehntentrotte;Hausteil 1;;15800626;1550;-;;;PD;22.10.1986;2697793;1232525
Objekt 14117;Stäfa;Stäfa;8712;Ebnetstrasse 21;Stäfa: Doppelwohnhaus mit ehem. Gerberei;Hausteil 1;;15800292;1700~1799;-;;;PD;18.05.1994;2698213;1232521
Objekt 14159;Stäfa;Stäfa;8712;Bauertacherstrasse 5;Stäfa: Weinbauernhaus «Bauertacherstrasse»;Hausteil 1;;15801292;1744;-;;;PD;25.07.1986;2697138;1234084
Objekt 14125;Stäfa;Stäfa;8712;Laubisrütistrasse 27;Stäfa: Bauernhaus «Laubisrütistrasse»;Hausteil 1;;15800485;1700~1830;-;;;PD;23.01.1996;2698717;1232878
Objekt 14718;Stäfa;Uerikon;8713;Alte Landstrasse 33;Stäfa: Ehem. Doppelweinbauernhaus «Alte Landstrasse 31, 33»;Hausteil 1;;15800013;1767;-;;;PD;28.02.1979;2700178;1232395
Objekt 11273;Stäfa;Stäfa;8712;Vordere Püntacherstrasse 19;"Stäfa: Hof «Vorder Püntacher»; Stäfa: Ehem. Weinbauernhaus «Vordere Püntacherstrasse»";Hausteil 1;;15801362;1700;-;;;PD;29.07.1974;2696907;1234252
Objekt 15589;Stäfa;Uerikon;8713;Alte Landstrasse 31;Stäfa: Ehem. Doppelweinbauernhaus «Alte Landstrasse 31, 33»;Hausteil 2;;15800014;1767;-;;;PD;28.02.1979;2700170;1232396
Objekt 15579;Stäfa;Stäfa;8712;Talgartenweg 6;Stäfa: Doppelwohnhaus «Talgartenweg»;Hausteil 2;;15800991;1650;-;;;PD;29.06.1982;2697021;1232893
Objekt 15590;Stäfa;Uerikon;8713;Ritterhausstrasse 14;Stäfa: Doppelweinbauernhaus, ehem.;Hausteil 2;;15800083;1810;-;;;PD;14.01.1975;2699810;1232562
Objekt 15585;Stäfa;Stäfa;8712;Binzstrasse 59;Stäfa: Reihenhäuser «Binzstrasse»;Hausteil 2;;15801266;1600~1699;-;;;PD;08.08.1994;2697319;1233799
Objekt 15580;Stäfa;Stäfa;8712;Rütliweg 14;Stäfa: Wohnhaus «Rütliweg»;Hausteil 2;;15801021;1751;-;;;PD;02.11.1977;2697048;1233166
Objekt 14124;Stäfa;Stäfa;8712;Schwylerstrasse 19;Stäfa: Bauernhaus «Schwylerstrasse»;Hausteil 2;;15800466;1650;-;;;PD;29.09.1988;2698359;1232908
Objekt 2429;Stäfa;Uerikon;8713;"Seestrasse 256a; Seestrasse 256b; Seestrasse 256d";Stäfa: Ritterhaus Uerikon;Hausteil 2;;15800057;1492;kantonal;19.12.1979;RRB 5113/1979, BDV Nr. 1012/1992;ÖREB;20.07.2004;2699867;1232323
Objekt 14140;Stäfa;Stäfa;8712;Seestrasse 35;Stäfa: Hausgruppe «Seestrasse 33/35»;Hausteil 3;;15800914;1985;-;;;PD;15.08.1984;2696860;1232854
Objekt 14129;Stäfa;Stäfa;8712;Lanzelenweg 10;Stäfa: Reihenhäuser «Lanzelenweg»;Hausteil 3;;15800661;1680;-;;;PD;30.07.1985;2697437;1232798
Objekt 14733;Stäfa;Stäfa;8712;Rainstrasse 75;Stäfa: Reihenhäuser «Rainstrasse/Obere Lattenbergstrasse»;Hausteil 3;;15801325;1650;-;;;PD;20.03.1980;2696962;1233842
Objekt 14149;Stäfa;Stäfa;8712;"Bergstrasse 19; Bergstrasse 21";Stäfa: Reihenhäuser «Bergstrasse»;Hausteil 3+4;;15801014;1800;-;;;PD;07.09.1987;2697105;1233169
Objekt 14721;Stäfa;Stäfa;8712;Seestrasse 171;Stäfa: Reihenwohnhäuser;Hausteil 4;;15800241;1750;-;;;PD;07.01.1976;2698369;1232284
Objekt 15587;Stäfa;Stäfa;8712;Rainstrasse 77;Stäfa: Reihenhäuser «Rainstrasse/Obere Lattenbergstrasse»;Hausteil 4;;15801326;1700;-;;;PD;20.03.1980;2696969;1233843
Objekt 1094;Stäfa;Stäfa;8712;Seestrasse 35a.1;Stäfa: Hausgruppe «Seestrasse 33/35»;Hausteil 5;;15802591;1;-;;;PD;15.08.1984;2696860;1232861
Objekt 15588;Stäfa;Stäfa;8712;Seestrasse 171a.1;Stäfa: Reihenwohnhäuser;Hausteil 5;;15800242;1800;-;;;PD;07.01.1976;2698365;1232298
Objekt 15581;Stäfa;Stäfa;8712;Oberhausenstrasse 2;Stäfa: Reihenhäuser «Oberhausenstrasse»;Hausteil Mitte;;15801070;1750;-;;;PD;09.10.1980;2697108;1233188
Objekt 14734;Stäfa;Stäfa;8712;Vordere Püntacherstrasse 41;Stäfa: Ehem. Waisenhaus;Hausteil Nord;;15801403;1829;-;;;PD;04.05.1977;2696823;1234548
Objekt 2504;Stäfa;Stäfa;8712;Eichstrasse 3;"Stäfa: Ensemble Mies; Stäfa: Wohnhaus und Textilmanufaktur, sog. «Langhaus»";Hausteil Ost;;15800450;1740~1762;kantonal;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;11.02.1985;2698428;1232748
Objekt 373;Stäfa;Stäfa;8712;"Bauertacherstrasse 14; Bauertacherstrasse 16";Stäfa: Flarzhäuser «Bauertacherstrasse»;Hausteil Ost;;15801281;1;-;;;PD;29.08.1984;2697128;1234140
Objekt 14151;Stäfa;Stäfa;8712;Oberhausenstrasse 19;Stäfa: Ehem. Weinbauernhaus «Oberhausenstrasse»;Hausteil Ost;;15801031;1600;-;;;PD;19.10.2004;2696985;1233177
Objekt 14153;Stäfa;Stäfa;8712;Oberhausenstrasse 4;Stäfa: Doppelwohnhaus «Oberhausenstrasse»;Hausteil Ost;;15801067;1890;-;;;PD;13.09.1983;2697083;1233206
Objekt 15582;Stäfa;Stäfa;8712;Bergstrasse 23;Stäfa: Reihenhäuser «Oberhausenstrasse»;Hausteil Ost;;15801071;1724;-;;;PD;21.08.1979;2697114;1233194
Objekt 14728;Stäfa;Stäfa;8712;Oberhausenstrasse 23;Stäfa: Reihenhäuser «Oberhausenstrasse»;Hausteil Ost;;15801033;1810;-;;;PD;17.02.1986;2696963;1233178
Objekt 2507;Stäfa;Stäfa;8712;Rietstrasse 3.1;"Stäfa: Ensemble Mies; Stäfa: Ehem. Waschhaus «Mies»";Hausteil Ost;;15800453;1785;regional;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;12.09.1979;2698452;1232768
Objekt 2523;Stäfa;Stäfa;8712;Mutzmalenstrasse 21;"Stäfa: Mutzmalen; Stäfa: Doppelweinbauernhaus «Mutzmalen»";Hausteil Ost;;15801473;1666~1715;regional;28.12.1992;BDV Nr. 1012/1992;ÖREB;31.08.2009;2696389;1233795
Objekt 15573;Stäfa;Stäfa;8712;Vordere Püntacherstrasse 39;Stäfa: Ehem. Waisenhaus;Hausteil Süd;;15801404;1829;-;;;PD;04.05.1977;2696822;1234532
Objekt 14730;Stäfa;Stäfa;8712;Oberhausenstrasse 2a;Stäfa: Reihenhäuser «Oberhausenstrasse»;Hausteil West;;15801069;1724;-;;;PD;11.05.1982;2697101;1233192
Objekt 2524;Stäfa;Stäfa;8712;Mutzmalenstrasse 23;"Stäfa: Mutzmalen; Stäfa: Doppelweinbauernhaus «Mutzmalen»";Hausteil West;;15801474;1666~1715;regional;28.12.1992;BDV Nr. 1012/1992 Pfannenstil;-;;2696381;1233798
Objekt 2519;Stäfa;Stäfa;8712;Dorfstrasse 40.1;"Stäfa: Ensemble Mies; Stäfa: Ehem. Waschhaus «Mies»";Hausteil West;;15801282;1785;regional;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;12.09.1979;2698446;1232771
Objekt 2505;Stäfa;Stäfa;8712;Eichstrasse 1;"Stäfa: Ensemble Mies; Stäfa: Wohnhaus und Textilmanufaktur, sog. «Langhaus»";Hausteil West;;15800451;1740~1762;kantonal;19.12.1979;RRB Nr. 5113/1979, BDV Nr. 1012/1992;PD;17.10.1984;2698413;1232756
Objekt 15592;Stäfa;Stäfa;8712;Oberhausenstrasse 27;Stäfa: Reihenhäuser «Oberhausenstrasse»;Hausteil West;;15801035;1780;-;;;PD;15.01.1979;2696954;1233177
Objekt 4468;Stäfa;Uerikon;8713;Seestrasse 252;Stäfa: Ritterhaus Uerikon;Kapelle;;15800062;1481;kantonal;19.12.1979;RRB 5113/1979, BDV Nr. 1012/1992;ÖREB;05.12.2001;2699811;1232350
Objekt 15572;Stäfa;Stäfa;8712;Oberhausenstrasse 24a.1;Stäfa: Ehem. Baumwoll- und Seidenfabriken mit Nebengebäude «Häldeli-Häuser»;Keller;;15800245;1850;-;;;PD;11.04.1996;2696930;1233191
